trip_id,fare_amount,trip_duration,trip_distance,pickup_hour,day_of_week,weather_condition,payment_type,customer_rating,cancellation_probability
trip_8212,30.1,103,12.8,9,5,Rainy,Cash,3,0.49
trip_8213,78.22,49,29.02,10,3,Rainy,Card,1.07,0.79
trip_8214,80.82,63,1.76,5,6,Snowy,Cash,1.85,0.34
trip_8215,42.71,116,32.12,18,3,Clear,Wallet,2.76,0.89
trip_8216,99.31,106,5.26,10,2,Snowy,Wallet,1.91,0.82
trip_8217,11.42,77,32.97,15,3,Clear,Cash,4.73,0
trip_8218,93.8,48,29.79,0,4,Clear,Wallet,4.24,0
trip_8219,74.32,95,41.21,20,0,Clear,Wallet,2.03,1
trip_8220,10.34,25,21.3,8,3,Snowy,Wallet,4.71,0
trip_8221,10.34,29,38.91,21,3,Rainy,Card,1.55,0.56
trip_8222,58.81,31,5.61,1,2,Snowy,Cash,2.41,0
trip_8223,96.29,86,45.96,10,1,Rainy,Cash,4.21,0.48
trip_8224,74.47,33,9.63,15,4,Rainy,Wallet,2.18,0.01
trip_8225,77.68,64,23,4,0,Snowy,Card,3.95,0.04
trip_8226,97.71,39,2.92,5,2,Snowy,Wallet,1.36,0.28
trip_8227,63.14,30,14.54,4,4,Clear,Cash,1.56,0.13
trip_8228,14.65,77,23.02,19,2,Clear,Card,1.34,0.77
trip_8229,83.59,21,43.39,16,1,Rainy,Card,1.83,0.5
trip_8230,74.71,21,10.42,10,1,Rainy,Wallet,2.04,0
trip_8231,69.89,52,4.81,22,4,Snowy,Card,3.68,0
trip_8232,61.78,59,24.33,21,0,Snowy,Cash,3.34,0.18
trip_8233,10.36,37,7.04,7,3,Clear,Wallet,3.31,0
trip_8234,55.71,84,12.81,3,2,Clear,Wallet,1.55,0.64
trip_8235,43.25,55,2.1,23,6,Snowy,Cash,3.4,0
trip_8236,71.72,92,31.31,3,4,Snowy,Card,4.4,0.3
trip_8237,39.08,98,21.84,5,2,Snowy,Wallet,3.37,0.52
trip_8238,18.2,70,29.14,11,5,Snowy,Cash,2.06,0.73
trip_8239,32.92,14,44.45,20,6,Clear,Cash,2.33,0.17
trip_8240,98.19,12,24.66,20,6,Clear,Wallet,2.49,0
trip_8241,93.7,44,34.87,3,4,Clear,Card,2.16,0.41
trip_8242,40.3,33,31.47,20,6,Rainy,Cash,4.45,0
trip_8243,25.27,101,37,1,1,Snowy,Wallet,4.83,0.33
trip_8244,73.77,101,28.41,17,5,Snowy,Wallet,1.7,1
trip_8245,59.57,84,15.92,12,3,Clear,Cash,4.39,0
trip_8246,9.3,8,2.22,21,2,Clear,Wallet,4.99,0
trip_8247,48.34,68,34.19,19,5,Clear,Card,3.78,0.13
trip_8248,70.26,91,40.5,13,3,Snowy,Wallet,4.29,0.47
trip_8249,89.29,30,37.33,5,3,Rainy,Wallet,3.82,0
trip_8250,94.49,88,37.91,11,1,Clear,Card,4.16,0.3
trip_8251,39.08,55,15.02,14,0,Clear,Card,2.71,0.03
trip_8252,79.24,82,48.83,6,3,Rainy,Wallet,4.74,0.32
trip_8253,83.89,109,4.79,6,2,Clear,Wallet,3.23,0.29
trip_8254,54.96,91,32.73,9,4,Clear,Cash,4.37,0.17
trip_8255,87.78,12,49.79,7,1,Snowy,Card,4.91,0
trip_8256,72.55,35,6.05,3,0,Snowy,Wallet,1.73,0.16
trip_8257,75.12,8,38.47,2,2,Clear,Wallet,2.1,0.11
trip_8258,15.55,15,47.94,17,2,Rainy,Cash,2.83,0.18
trip_8259,38.07,82,43.17,6,0,Rainy,Card,4.35,0.33
trip_8260,19.23,18,46.47,4,0,Snowy,Card,2.18,0.43
trip_8261,69.94,92,34.54,11,6,Rainy,Cash,1.26,1
trip_8262,83.73,74,6.85,14,2,Clear,Cash,4.39,0
trip_8263,84.87,120,48.85,16,6,Clear,Cash,4.45,0.69
trip_8264,45.39,14,7.01,11,6,Snowy,Cash,2.54,0
trip_8265,67.64,36,44.52,20,1,Snowy,Cash,3.92,0.08
trip_8266,94.49,120,24.29,17,6,Rainy,Cash,1.82,1
trip_8267,99.15,82,36.07,22,2,Clear,Card,1.96,0.87
trip_8268,25.31,68,32.38,5,6,Clear,Wallet,3.23,0.26
trip_8269,43.98,98,23.86,6,6,Rainy,Cash,4.04,0.3
trip_8270,64.92,9,35.01,5,1,Rainy,Card,1.72,0.28
trip_8271,59.57,28,48.37,9,4,Snowy,Cash,4.67,0
trip_8272,46.71,49,34.05,14,4,Snowy,Cash,1.7,0.71
trip_8273,31.56,87,9.21,7,3,Snowy,Cash,3.71,0.11
trip_8274,41.03,68,22.82,22,1,Rainy,Card,1.21,0.83
trip_8275,87.65,42,23.45,20,0,Snowy,Card,1.69,0.51
trip_8276,66.61,70,3.91,20,4,Snowy,Cash,4.38,0
trip_8277,82.8,101,7.35,8,2,Rainy,Card,3.64,0.22
trip_8278,98.3,108,10.83,18,3,Snowy,Card,2.45,0.76
trip_8279,42.01,7,26.76,2,1,Clear,Wallet,1.91,0
trip_8280,36.92,111,18.52,5,6,Rainy,Wallet,2.51,0.8
trip_8281,54.88,32,49.75,18,4,Snowy,Wallet,4.9,0
trip_8282,19.91,98,27.06,22,1,Rainy,Wallet,2.77,0.71
trip_8283,92.31,85,8.94,6,2,Snowy,Cash,2.04,0.62
trip_8284,63.7,110,7.24,21,0,Clear,Card,1.29,0.9
trip_8285,68.53,30,14.01,19,0,Clear,Card,3.85,0
trip_8286,83.52,51,16.16,11,5,Clear,Card,4.64,0
trip_8287,13.23,59,1.68,8,3,Snowy,Wallet,2.28,0.14
trip_8288,29.09,16,32.03,12,2,Snowy,Wallet,1.35,0.45
trip_8289,90.46,101,10.93,17,4,Clear,Card,3.1,0.34
trip_8290,23.67,79,28.49,13,6,Snowy,Cash,4.14,0.19
trip_8291,76.07,114,17.76,12,3,Rainy,Cash,1.5,1
trip_8292,11.69,66,41.93,6,4,Clear,Wallet,4.7,0
trip_8293,47.21,73,18.57,22,4,Snowy,Wallet,4.84,0
trip_8294,64.76,120,21.08,7,0,Rainy,Card,2.37,0.99
trip_8295,73.82,56,44.09,17,1,Clear,Card,1.02,1
trip_8296,33.47,23,21.08,14,0,Snowy,Cash,3.44,0
trip_8297,42.83,76,22.01,5,0,Snowy,Wallet,3.86,0.15
trip_8298,27.6,83,41.78,19,3,Snowy,Cash,2.54,0.91
trip_8299,53.24,72,11.66,20,4,Clear,Cash,4.04,0
trip_8300,23.52,45,27.39,11,1,Snowy,Card,3.99,0
trip_8301,25.2,63,6.62,15,2,Rainy,Wallet,2.28,0.21
trip_8302,65.01,22,41.55,20,2,Snowy,Wallet,3.55,0.01
trip_8303,71.87,68,28.04,8,1,Rainy,Wallet,1.24,0.92
trip_8304,45.37,45,19.49,7,3,Rainy,Cash,3.94,0
trip_8305,74.69,86,29.09,21,3,Snowy,Card,1.62,1
trip_8306,79.22,56,7.49,19,0,Rainy,Card,3.81,0
trip_8307,90.37,108,7.98,13,5,Snowy,Card,2.3,0.76
trip_8308,99.81,22,48.01,14,0,Rainy,Card,4.4,0
trip_8309,6.47,75,40.23,11,3,Snowy,Wallet,2.19,0.9
trip_8310,28.21,22,10.06,22,2,Rainy,Cash,4.14,0
trip_8311,6.43,32,6.85,21,4,Clear,Wallet,3.13,0
trip_8312,36.44,10,11.01,8,3,Clear,Card,4.8,0
trip_8313,42.02,31,23.45,8,4,Clear,Card,2.04,0.12
trip_8314,17.91,21,11.57,19,3,Clear,Cash,1.38,0.03
trip_8315,69.43,46,45.66,14,0,Rainy,Wallet,1.91,0.76
trip_8316,88.23,67,47.6,4,6,Snowy,Cash,4.15,0.38
trip_8317,83.94,110,6.09,18,2,Rainy,Cash,1.94,0.8
trip_8318,53.64,112,13,0,3,Rainy,Cash,4.63,0.1
trip_8319,90.7,94,48.99,15,1,Rainy,Card,3.55,0.8
trip_8320,78.96,73,24.06,9,6,Clear,Wallet,3.84,0.03
trip_8321,92.6,106,36.72,17,5,Clear,Cash,2.49,0.96
trip_8322,94.31,78,23.34,7,0,Snowy,Wallet,3.16,0.43
trip_8323,90.6,120,31.5,1,5,Clear,Cash,4.11,0.54
trip_8324,88.2,102,11.75,0,3,Snowy,Card,3.56,0.37
trip_8325,80.32,74,12.78,18,1,Snowy,Card,1.95,0.59
trip_8326,73.77,83,16.49,18,6,Snowy,Cash,1.95,0.73
trip_8327,70.9,68,19.4,18,2,Snowy,Card,2.53,0.45
trip_8328,77.72,53,40.19,11,4,Clear,Wallet,2.58,0.45
trip_8329,46.06,9,4.33,8,1,Snowy,Wallet,3.08,0
trip_8330,45.72,92,37.38,20,6,Clear,Cash,4.51,0.2
trip_8331,70.55,64,32.66,8,1,Snowy,Cash,3.93,0.19
trip_8332,84.53,87,11.09,3,3,Rainy,Wallet,3.82,0.08
trip_8333,24.63,87,35.52,3,1,Rainy,Wallet,2.23,0.9
trip_8334,47.28,102,37.58,15,4,Clear,Wallet,4.45,0.32
trip_8335,43.18,15,6.38,3,5,Clear,Card,4.06,0
trip_8336,78.84,55,14.09,11,3,Snowy,Wallet,4.92,0
trip_8337,9.82,14,16.96,15,6,Snowy,Card,1.03,0.29
trip_8338,84.49,45,1.72,21,0,Rainy,Card,4.53,0
trip_8339,64.51,80,2.06,2,4,Rainy,Card,4.94,0
trip_8340,33.68,103,48.23,15,3,Rainy,Wallet,2.22,1
trip_8341,53.01,79,3.69,16,1,Clear,Cash,4.76,0
trip_8342,17.62,60,37.13,12,3,Rainy,Cash,2.5,0.56
trip_8343,19.36,80,31.39,16,3,Rainy,Wallet,3.95,0.24
trip_8344,61.72,110,43.75,7,1,Clear,Card,3.85,0.68
trip_8345,44.59,35,32.56,5,4,Clear,Card,2.89,0.04
trip_8346,80.46,75,13.55,11,0,Snowy,Card,1.43,0.76
trip_8347,19.84,83,27.79,17,1,Rainy,Cash,1.83,0.86
trip_8348,68.36,39,29.96,8,1,Clear,Cash,2.34,0.22
trip_8349,40.09,34,46.61,22,1,Snowy,Card,1.39,0.84
trip_8350,21.15,7,48.91,9,3,Snowy,Cash,2.86,0.16
trip_8351,59.93,66,48.15,19,4,Snowy,Wallet,3.24,0.64
trip_8352,22.09,48,14.21,19,5,Rainy,Wallet,4.37,0
trip_8353,74.39,71,8.2,14,2,Snowy,Cash,3.6,0
trip_8354,82.16,66,46.48,1,5,Snowy,Wallet,4.65,0.2
trip_8355,44.86,94,2.56,9,6,Snowy,Wallet,2.78,0.37
trip_8356,57.98,84,9.73,20,0,Rainy,Wallet,3.85,0.01
trip_8357,63,22,8.41,14,3,Clear,Card,2.64,0
trip_8358,40.76,113,46.93,15,3,Clear,Card,3.77,0.77
trip_8359,62.8,20,12.62,2,5,Rainy,Cash,1.18,0.22
trip_8360,20.37,99,39.71,16,4,Clear,Cash,3.2,0.69
trip_8361,59.34,52,21.67,10,3,Clear,Card,4.67,0
trip_8362,37.99,7,24.9,16,3,Clear,Wallet,4.47,0
trip_8363,93.09,77,29.06,4,6,Snowy,Card,1.72,0.93
trip_8364,99.83,26,21.29,3,1,Clear,Card,4.49,0
trip_8365,45.79,94,26.37,6,0,Clear,Card,1.84,0.86
trip_8366,19.71,11,14.34,22,4,Snowy,Wallet,1.32,0.14
trip_8367,88.59,35,15.93,15,4,Clear,Card,2.52,0
trip_8368,60.05,95,41.01,8,1,Snowy,Cash,3.36,0.79
trip_8369,97.38,99,37.67,9,6,Clear,Cash,4.01,0.45
trip_8370,69.11,26,42.12,8,3,Clear,Wallet,2.29,0.29
trip_8371,47.74,84,34.86,6,6,Rainy,Wallet,1.51,1
trip_8372,19.01,68,41.71,10,4,Clear,Card,2.63,0.58
trip_8373,20.61,103,36,0,2,Rainy,Wallet,2.67,0.93
trip_8374,89.71,26,23.62,10,6,Rainy,Wallet,1.41,0.39
trip_8375,86.87,114,12.18,4,1,Snowy,Cash,2.84,0.72
trip_8376,99.48,66,17.55,2,4,Clear,Cash,1.78,0.49
trip_8377,17.29,72,4.31,5,6,Rainy,Card,1.74,0.42
trip_8378,12.95,71,45.17,17,0,Clear,Card,4.02,0.24
trip_8379,8.61,19,37.77,12,4,Rainy,Card,1.44,0.48
trip_8380,35.58,74,48.98,4,2,Rainy,Cash,2.62,0.86
trip_8381,86.99,89,37.48,8,3,Snowy,Card,3.14,0.75
trip_8382,54.1,100,47.02,10,4,Clear,Card,2.11,1
trip_8383,47.84,85,39.69,19,0,Snowy,Wallet,4.35,0.36
trip_8384,13.95,89,7.39,7,3,Clear,Cash,1.72,0.54
trip_8385,80.61,8,43.02,14,4,Clear,Wallet,3.63,0
trip_8386,19.84,32,29.54,2,5,Clear,Wallet,1.51,0.37
trip_8387,23.71,51,47.41,21,3,Rainy,Wallet,1.79,0.85
trip_8388,11.91,84,17.42,13,3,Snowy,Wallet,3.87,0.15
trip_8389,76.35,45,20.8,0,1,Clear,Cash,4.14,0
trip_8390,84.54,113,38.1,22,6,Rainy,Cash,1.97,1
trip_8391,96.2,93,40.93,14,6,Rainy,Wallet,2.85,0.89
trip_8392,93.51,83,16.63,16,0,Rainy,Card,1.03,0.97
trip_8393,35.83,58,2.11,5,4,Clear,Card,1.18,0.32
trip_8394,23.61,12,16.94,7,4,Rainy,Wallet,4.09,0
trip_8395,5.96,108,7.82,19,6,Clear,Wallet,4.75,0
trip_8396,38.8,90,6.35,2,0,Snowy,Card,1.13,0.88
trip_8397,95.28,11,20.74,10,2,Rainy,Card,4.9,0
trip_8398,18.3,20,29.7,6,1,Snowy,Card,2.06,0.24
trip_8399,63.09,107,11.56,8,4,Clear,Wallet,4.65,0
trip_8400,41.81,89,45.72,13,6,Snowy,Wallet,4.22,0.53
trip_8401,67.94,120,28.84,10,1,Rainy,Card,4.6,0.44
trip_8402,85.88,116,41.69,19,2,Snowy,Wallet,4.04,0.82
trip_8403,67.77,32,19.03,4,2,Snowy,Wallet,3.69,0
trip_8404,46.86,13,12.1,12,5,Snowy,Card,3.51,0
trip_8405,14.54,58,46.13,8,1,Clear,Card,4.48,0
trip_8406,74.71,119,43.79,11,4,Rainy,Cash,4.02,0.83
trip_8407,29.86,15,3.6,0,4,Clear,Card,4.5,0
trip_8408,41.21,113,19.98,2,0,Rainy,Card,4.23,0.33
trip_8409,15.87,21,36.19,0,6,Snowy,Card,3.8,0
trip_8410,55.63,9,48.5,1,5,Snowy,Wallet,3.02,0.14
trip_8411,7.62,43,38.39,6,6,Clear,Wallet,4.74,0
trip_8412,93.35,91,29.38,9,1,Snowy,Card,3.79,0.46
trip_8413,90.14,60,35.47,10,5,Clear,Cash,3.96,0.04
trip_8414,55.15,39,44.55,0,5,Snowy,Card,2.52,0.53
trip_8415,88.11,58,48.33,19,2,Clear,Card,1.78,0.87
trip_8416,17.45,19,3.92,18,5,Snowy,Wallet,3.11,0
trip_8417,75.42,114,31.27,1,6,Rainy,Cash,4.66,0.4
trip_8418,74.44,108,17.25,12,4,Snowy,Cash,3.35,0.57
trip_8419,85.29,22,39.02,23,2,Clear,Card,3.76,0
trip_8420,17.37,21,36.09,14,2,Snowy,Cash,4.41,0
trip_8421,29.51,89,23.51,7,5,Snowy,Card,1.58,0.98
trip_8422,86.11,104,13.69,20,4,Clear,Card,2.41,0.62
trip_8423,67.13,120,3.75,7,3,Rainy,Wallet,3.73,0.32
trip_8424,36.6,17,3.34,4,4,Clear,Cash,3.15,0
trip_8425,96.14,79,9.81,0,6,Clear,Wallet,1,0.73
trip_8426,94.09,32,30.16,9,3,Rainy,Wallet,2.58,0.19
trip_8427,94.09,31,33.46,20,3,Clear,Wallet,4.86,0
trip_8428,98.06,29,38.3,12,1,Snowy,Card,2.12,0.48
trip_8429,63.64,106,32.75,17,1,Rainy,Cash,3.54,0.67
trip_8430,83.1,109,26.4,10,2,Clear,Cash,2.95,0.69
trip_8431,25.33,26,10.61,2,1,Snowy,Cash,1.86,0.08
trip_8432,91.27,93,28.19,14,4,Clear,Cash,2.57,0.68
trip_8433,23.9,10,32.86,9,6,Snowy,Wallet,3.8,0
trip_8434,41.28,38,11.54,22,1,Snowy,Card,3.63,0
trip_8435,27.02,39,48.08,22,0,Rainy,Wallet,3.5,0.22
trip_8436,15.51,72,16.68,12,3,Clear,Cash,4.86,0
trip_8437,88.39,13,41.21,17,3,Rainy,Wallet,2.85,0.09
trip_8438,70.96,10,9.96,19,2,Snowy,Wallet,2.32,0
trip_8439,75.06,55,26.73,6,4,Snowy,Wallet,1.92,0.61
trip_8440,27.35,42,48.93,9,4,Clear,Wallet,1.8,0.68
trip_8441,37.46,68,49.5,7,3,Snowy,Card,1.93,1
trip_8442,74.76,66,43.87,23,0,Rainy,Cash,4.22,0.24
trip_8443,66.54,110,20.7,7,6,Rainy,Cash,4.91,0.12
trip_8444,43.55,45,44.34,6,0,Clear,Cash,1.37,0.78
trip_8445,65.25,79,4.89,4,6,Clear,Wallet,1.37,0.54
trip_8446,81.75,50,47.85,9,6,Rainy,Card,1.53,0.95
trip_8447,90.38,85,38.88,4,6,Rainy,Card,4.02,0.42
trip_8448,13.26,48,30.95,16,4,Snowy,Wallet,4.54,0
trip_8449,77.9,52,19.64,4,6,Clear,Wallet,3.41,0
trip_8450,78.19,22,10.29,13,5,Clear,Cash,4.98,0
trip_8451,55.36,59,17.05,3,6,Rainy,Cash,4.91,0
trip_8452,74.94,119,10.06,17,1,Rainy,Card,2.57,0.76
trip_8453,29.74,67,22.75,22,4,Clear,Card,4.1,0
trip_8454,49.63,119,3.24,14,6,Clear,Cash,2.71,0.5
trip_8455,23.03,109,43.73,2,1,Snowy,Cash,1.26,1
trip_8456,57.76,20,30.2,16,6,Snowy,Cash,3.69,0
trip_8457,12.59,66,23.07,7,0,Rainy,Card,1.54,0.7
trip_8458,56.03,67,39.72,21,0,Rainy,Wallet,4.28,0.16
trip_8459,91.53,29,1.48,17,4,Clear,Card,2.14,0
trip_8460,7.16,77,37.14,20,0,Rainy,Cash,2.64,0.69
trip_8461,52.02,51,9.06,12,5,Clear,Cash,1.39,0.31
trip_8462,52.62,61,33.83,22,3,Rainy,Cash,2.26,0.62
trip_8463,26.09,83,38.89,23,2,Clear,Wallet,1.58,1
trip_8464,17.8,72,25.84,20,2,Rainy,Wallet,3.12,0.33
trip_8465,76.36,38,26.76,23,5,Rainy,Card,3.23,0
trip_8466,55.67,32,12.09,4,1,Snowy,Card,3.92,0
trip_8467,18.69,84,22.82,6,6,Snowy,Cash,4.78,0
trip_8468,85.09,60,47.33,4,3,Clear,Card,4.85,0
trip_8469,24.15,93,47.54,1,0,Clear,Wallet,4.54,0.34
trip_8470,99.13,95,48.45,19,1,Clear,Cash,4.2,0.52
trip_8471,40.29,7,41.12,15,0,Snowy,Card,1.97,0.32
trip_8472,37.75,27,36.35,3,5,Rainy,Card,3.55,0
trip_8473,9.48,50,6.85,9,2,Snowy,Cash,3.69,0
trip_8474,13.52,40,46.88,6,0,Rainy,Wallet,1.79,0.72
trip_8475,89.53,40,28.62,9,3,Snowy,Cash,3.26,0.09
trip_8476,94.14,100,32.92,8,4,Rainy,Wallet,4.21,0.43
trip_8477,26.7,32,17.16,20,0,Clear,Wallet,2.82,0
trip_8478,51.38,112,15.7,17,4,Snowy,Wallet,2.18,0.93
trip_8479,45.31,116,13.96,8,2,Clear,Wallet,1.68,0.94
trip_8480,76.64,53,16.81,9,4,Snowy,Wallet,1.43,0.59
trip_8481,38.93,101,35.58,23,5,Snowy,Cash,4.11,0.53
trip_8482,90.8,24,5.68,14,1,Snowy,Card,4.88,0
trip_8483,74.78,9,48.76,7,4,Snowy,Wallet,4.1,0
trip_8484,43.91,41,11.2,7,3,Rainy,Cash,1.82,0.2
trip_8485,65.16,108,27.13,9,6,Clear,Card,1.01,1
trip_8486,93.09,102,4.36,21,0,Snowy,Cash,1.03,1
trip_8487,42.99,50,47.52,17,1,Rainy,Wallet,2.42,0.66
trip_8488,86.98,20,16.46,6,6,Clear,Card,1.93,0
trip_8489,97.49,54,6.07,4,1,Clear,Card,1.64,0.24
trip_8490,81.68,118,49.1,12,3,Snowy,Cash,2.24,1
trip_8491,20.81,38,40.7,10,5,Rainy,Cash,1.73,0.63
trip_8492,81.5,104,7.92,14,1,Clear,Cash,2.39,0.53
trip_8493,63.6,9,24.4,18,3,Rainy,Wallet,3.72,0
trip_8494,45.02,113,49.72,9,4,Clear,Cash,4.27,0.67
trip_8495,71.54,86,20.92,9,0,Snowy,Cash,1.93,0.83
trip_8496,86.88,31,47.7,17,4,Snowy,Card,2.57,0.5
trip_8497,30.69,19,40.5,1,0,Clear,Wallet,4.82,0
trip_8498,94.95,50,32.92,3,4,Rainy,Wallet,4.23,0
trip_8499,93.46,27,8.82,16,0,Clear,Cash,1.05,0.18
trip_8500,93.26,11,28.2,0,3,Clear,Card,4.06,0
trip_8501,17.41,66,8.36,7,1,Snowy,Cash,4.7,0
trip_8502,25.27,44,40.2,10,1,Snowy,Cash,3.7,0.15
trip_8503,77.09,114,12.4,18,6,Rainy,Cash,1.52,1
trip_8504,63.33,50,15.3,10,3,Clear,Wallet,1.75,0.29
trip_8505,65.95,102,20.14,18,1,Clear,Card,4.44,0.07
trip_8506,75.44,80,6.83,3,2,Snowy,Wallet,1.02,0.83
trip_8507,52.91,33,45.97,7,5,Clear,Wallet,3.47,0.05
trip_8508,6.98,24,35.4,8,6,Rainy,Card,1.55,0.46
trip_8509,85,17,12.38,19,4,Rainy,Cash,4.25,0
trip_8510,61.47,27,31.91,6,2,Clear,Card,1.33,0.43
trip_8511,74.87,82,12.06,3,1,Rainy,Card,2.76,0.36
trip_8512,11.89,58,47.28,20,6,Clear,Cash,4.63,0
trip_8513,29.77,93,39.62,10,6,Rainy,Cash,1.4,1
trip_8514,87.01,115,6.71,22,1,Rainy,Wallet,1.8,0.9
trip_8515,98.6,98,46.69,0,5,Snowy,Cash,2.84,1
trip_8516,62.5,85,48,3,2,Rainy,Wallet,3.69,0.65
trip_8517,6.78,78,38.99,10,4,Rainy,Wallet,2.01,0.91
trip_8518,27.8,39,2.41,15,0,Rainy,Cash,1.43,0.16
trip_8519,33.63,78,38.19,21,0,Snowy,Cash,2.78,0.74
trip_8520,17.94,85,44.52,2,3,Rainy,Cash,3.23,0.71
trip_8521,40.61,96,12.52,5,2,Clear,Wallet,4.39,0
trip_8522,42.84,38,46.07,8,2,Clear,Wallet,4.71,0
trip_8523,19.27,97,1.23,15,6,Clear,Wallet,3.08,0.12
trip_8524,45.78,62,4.71,15,5,Clear,Wallet,4.28,0
trip_8525,61.33,69,31.23,19,3,Snowy,Card,3.86,0.23
trip_8526,79.69,78,17.61,16,5,Clear,Wallet,2.34,0.43
trip_8527,52.22,44,14.19,3,6,Snowy,Wallet,2.25,0.2
trip_8528,35.9,20,34.91,21,5,Snowy,Wallet,4.44,0
trip_8529,77.01,112,30.47,5,6,Rainy,Card,3.42,0.74
trip_8530,76.27,42,14.15,22,1,Rainy,Card,4.65,0
trip_8531,31.97,109,48.95,4,3,Snowy,Card,3.04,1
trip_8532,90.64,85,38.85,0,2,Clear,Wallet,2.79,0.69
trip_8533,13.12,77,32.31,8,2,Rainy,Wallet,4.92,0
trip_8534,92.48,106,19.03,9,2,Rainy,Wallet,4.26,0.26
trip_8535,10.81,90,6.6,2,2,Snowy,Wallet,4.5,0
trip_8536,49.24,45,20.04,6,5,Rainy,Card,4.4,0
trip_8537,66.24,111,46.44,6,3,Rainy,Wallet,4.91,0.52
trip_8538,20.22,48,8.73,20,5,Snowy,Card,4.08,0
trip_8539,37.11,113,31.8,4,3,Rainy,Cash,1.39,1
trip_8540,12.08,61,18.2,16,5,Rainy,Card,4.92,0
trip_8541,87.52,113,29.57,23,2,Clear,Cash,2.43,0.94
trip_8542,70.66,14,2.56,7,0,Snowy,Card,2.57,0
trip_8543,35.86,8,19.51,19,6,Clear,Wallet,3.27,0
trip_8544,42.33,114,32.72,21,0,Clear,Cash,1.69,1
trip_8545,88.06,75,9.14,0,3,Rainy,Wallet,2.64,0.29
trip_8546,90.74,35,33.92,0,4,Clear,Cash,3.15,0.01
trip_8547,88.74,109,15.67,5,4,Snowy,Wallet,1.78,1
trip_8548,41.82,19,42.64,13,6,Snowy,Cash,1.7,0.54
trip_8549,38.7,68,11.92,13,6,Clear,Wallet,4.43,0
trip_8550,56.64,94,23.59,20,2,Snowy,Cash,3.63,0.43
trip_8551,52.84,17,32.01,13,0,Snowy,Cash,1.48,0.43
trip_8552,58.48,71,18.31,16,6,Rainy,Cash,1.7,0.65
trip_8553,14.06,89,20.67,15,4,Snowy,Wallet,4.09,0.18
trip_8554,76.16,111,3.54,18,2,Snowy,Cash,4.18,0.15
trip_8555,37.08,98,9.06,14,6,Clear,Wallet,1.04,0.87
trip_8556,42.01,16,27.03,16,1,Rainy,Cash,1.06,0.42
trip_8557,78.63,61,46.16,3,6,Snowy,Card,4.83,0.09
trip_8558,85.21,117,18.81,17,6,Snowy,Wallet,2.55,0.93
trip_8559,76.9,42,28.14,0,3,Snowy,Wallet,1.98,0.49
trip_8560,10,102,31.58,6,6,Rainy,Card,2.21,0.99
trip_8561,42.41,47,42.83,6,0,Clear,Card,1.47,0.74
trip_8562,38.73,76,48.68,10,3,Clear,Cash,4.88,0.1
trip_8563,83.76,11,2.91,9,1,Rainy,Cash,4.62,0
trip_8564,44.47,79,13.77,15,2,Snowy,Card,2.06,0.6
trip_8565,76.41,114,33.05,17,4,Rainy,Cash,2.73,1
trip_8566,54.49,37,31.5,6,0,Rainy,Card,4.14,0
trip_8567,44.94,65,19.15,5,2,Clear,Wallet,2.34,0.31
trip_8568,73.88,101,22.57,10,2,Snowy,Wallet,4.88,0.12
trip_8569,56.57,67,13.95,4,6,Clear,Wallet,1.49,0.51
trip_8570,42.17,41,42.03,11,0,Snowy,Card,1.18,0.91
trip_8571,55.98,101,7.58,9,1,Clear,Wallet,2.05,0.59
trip_8572,16.67,27,38.99,18,0,Snowy,Card,2.35,0.36
trip_8573,23.6,29,19.25,9,2,Snowy,Card,1.49,0.34
trip_8574,6.74,32,13.11,18,1,Snowy,Wallet,3.03,0
trip_8575,74.23,118,3.96,8,2,Rainy,Card,3.45,0.39
trip_8576,30.8,51,32.29,11,6,Snowy,Wallet,4.35,0
trip_8577,21.11,54,41.77,23,6,Rainy,Wallet,3.75,0.2
trip_8578,96.35,18,15.12,17,3,Snowy,Cash,1.35,0.25
trip_8579,24.97,100,39.31,4,2,Clear,Cash,2.79,0.81
trip_8580,43.12,96,49.06,23,2,Rainy,Wallet,2.43,1
trip_8581,84.87,70,41.9,21,1,Snowy,Card,4.8,0.13
trip_8582,73.8,92,29.66,20,3,Rainy,Card,3.59,0.48
trip_8583,56.2,27,24.74,16,2,Clear,Wallet,3.42,0
trip_8584,21.48,24,24.73,10,4,Rainy,Wallet,3.38,0
trip_8585,35.96,103,32.65,5,2,Snowy,Wallet,3.65,0.64
trip_8586,27.06,43,16.54,20,1,Snowy,Cash,1.21,0.53
trip_8587,31.71,95,6.8,2,5,Rainy,Cash,2.63,0.43
trip_8588,65.57,21,39.24,21,6,Snowy,Wallet,1.3,0.64
trip_8589,12.33,48,17.65,15,3,Clear,Wallet,1.34,0.4
trip_8590,8.49,88,8.03,11,1,Rainy,Card,2.42,0.43
trip_8591,38.64,37,5.35,16,0,Rainy,Cash,3.19,0
trip_8592,98.79,82,32.8,14,6,Clear,Cash,4.97,0
trip_8593,84.09,87,22.31,17,0,Clear,Wallet,2.32,0.6
trip_8594,29.57,85,39.16,3,6,Clear,Wallet,2.01,0.9
trip_8595,43.35,52,2.36,9,2,Clear,Wallet,1.49,0.18
trip_8596,56.76,65,39.43,21,1,Rainy,Card,3.37,0.41
trip_8597,24.35,16,10.76,7,5,Clear,Wallet,4.49,0
trip_8598,29.67,24,38.64,17,6,Snowy,Cash,4.28,0
